input,intent,botName
Paying my fucking bill,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to pay ten dollars towards my bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill would you shut up,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill,Make a Payment,Billing_Dev_UNI_FEB28
Trying to pay my fucking bill,Make a Payment,Billing_Dev_UNI_FEB28
Paying a fucking bill,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay fifty nine ninety nine on my mobile bill,Make a Payment,Billing_Dev_UNI_FEB28
How about pay my bill,Make a Payment,Billing_Dev_UNI_FEB28
How about paying my bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill start that shit,Make a Payment,Billing_Dev_UNI_FEB28
Trying to pay bill,Make a Payment,Billing_Dev_UNI_FEB28
Like to pay my fucking bill,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to pay my bill seven five dollars,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to pay my monthly bill of fourteen dollars,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay forty seven fifty on my bill,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to pay my bill the seven seven three four please,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to pay on the bill the fourteen ninety nine,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay fifty five dollars on my bill,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to pay my bill at seven oh seven five Julian,Make a Payment,Billing_Dev_UNI_FEB28
No chat pay my bill,Make a Payment,Billing_Dev_UNI_FEB28
How about paying the bill,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to pay this one bill seventeen ninety nine for my phone,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay my bill of twenty five fifteen,Make a Payment,Billing_Dev_UNI_FEB28
To pay the bill and update the information for Marcus Caswell,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay fifty dollars on my bill,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay my bill on the debit card and seventy six dollars,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay my bill when the hold on it is twenty nine fifty seven,Make a Payment,Billing_Dev_UNI_FEB28
No Internet and pay my bill,Make a Payment,Billing_Dev_UNI_FEB28
No Internet pay my bill whatever,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay one hundred twenty dollars on my bill,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to pay two hundred dollars on my cable bill,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to pay ninety dollars towards my bill,Make a Payment,Billing_Dev_UNI_FEB28
I need to pay the bill and disconnect the service please,Make a Payment,Billing_Dev_UNI_FEB28
Pay bill by data,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay seventy five dollars on my bill,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay one hundred dollars on my bill,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay my bill for thirty four dollars,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to pay one hundred dollars on my bill,Make a Payment,Billing_Dev_UNI_FEB28
Technical support and I'd like to pay my bill,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay my bill today the sixty one dollars,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay my bill seventy dollars,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay my bill of seventy nine dollars,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to pay two hundred dollars on my bill,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to pay sixty dollars on my bill,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay one hundred and fifty on my bill,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay eighty dollars on my bill,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay eighty two dollars on my bill,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay my bill amount of two hundred,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to pay my bill fifty five dollars and sixteen cent,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to pay fifty dollars on my bill,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to pay two hundred and six dollars on my bill,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay one hundred and ten dollars on my bill,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay twenty nine ninety nine my bill,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to make a payment on my my bill for one thirty four twenty nine,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay ninety dollars on my bill,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to pay one hundred and twenty dollars on my bill,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to pay one oh six seventy three my bill,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay my bill of one sixty one eighty eight,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to pay my bill one sixty one eleven,Make a Payment,Billing_Dev_UNI_FEB28
No Internet pay my bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay the bill no Internet,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to pay on my bill to seventy one twenty five,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to pay my bill one seventy one eighty four,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to pay my one thirty eight fifty two whatever my bill is,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill in an outage,Make a Payment,Billing_Dev_UNI_FEB28
Pay bill don't let him,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to pay my twenty four ninety nine bill,Make a Payment,Billing_Dev_UNI_FEB28
I'd like to make a payment of one fifty seven on my bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay Internet and Wi-Fi bill,Make a Payment,Billing_Dev_UNI_FEB28
Connect Wi-Fi pay bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill give me the pencil,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill make a ticket,Make a Payment,Billing_Dev_UNI_FEB28
I would like to pay the bill seventy four dollars and ninety six cent or something,Make a Payment,Billing_Dev_UNI_FEB28
Pay spectrum Wi-Fi bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay bill Internet and Wi-Fi,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill give me the remote,Make a Payment,Billing_Dev_UNI_FEB28
Pay bill give me a remote,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill I want service,Make a Payment,Billing_Dev_UNI_FEB28
Pay bill for Wi-Fi,Make a Payment,Billing_Dev_UNI_FEB28
Pay Internet Wi-Fi bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay billing,Make a Payment,Billing_Dev_UNI_FEB28
No pay pay my Internet bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill no Internet,Make a Payment,Billing_Dev_UNI_FEB28
Wi-Fi bill payment,Make a Payment,Billing_Dev_UNI_FEB28
Pay Wi-Fi bill Internet,Make a Payment,Billing_Dev_UNI_FEB28
Pay Wi-Fi bill and cable bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay Wi-Fi Internet bill,Make a Payment,Billing_Dev_UNI_FEB28
Wi-Fi bill paying,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bills same time,Make a Payment,Billing_Dev_UNI_FEB28
Wi-Fi pay bill,Make a Payment,Billing_Dev_UNI_FEB28
Wi-Fi and pay bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay bill Wi-Fi,Make a Payment,Billing_Dev_UNI_FEB28
Pay cable bill Wi-Fi,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay Internet bill Wi-Fi,Make a Payment,Billing_Dev_UNI_FEB28
Payment for Wi-Fi bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay bill spectrum Wi-Fi,Make a Payment,Billing_Dev_UNI_FEB28
Wi-Fi paying bill,Make a Payment,Billing_Dev_UNI_FEB28
Wi-Fi bill pay,Make a Payment,Billing_Dev_UNI_FEB28
Pay on bill for Internet and Wi-Fi,Make a Payment,Billing_Dev_UNI_FEB28
Billing I'd like to pay the bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay bill pay bill pay bill,Make a Payment,Billing_Dev_UNI_FEB28
pay past due bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay the bill,Make a Payment,Billing_Dev_UNI_FEB28
Paying a bill with a new credit card,Make a Payment,Billing_Dev_UNI_FEB28
Paying a bill with a credit card,Make a Payment,Billing_Dev_UNI_FEB28
To pay for the bill pay the ninety three fourteen and I need to give you my card number,Make a Payment,Billing_Dev_UNI_FEB28
Pay my phone bill on eighteenth,Make a Payment,Billing_Dev_UNI_FEB28
Paying the bill with credit card,Make a Payment,Billing_Dev_UNI_FEB28
Paying the bill with a credit card,Make a Payment,Billing_Dev_UNI_FEB28
Billing I'd like to pay my bill,Make a Payment,Billing_Dev_UNI_FEB28
Billing I'd like to pay my bill instead of today tomorrow,Make a Payment,Billing_Dev_UNI_FEB28
Billing billing I'd like to pay my bill,Make a Payment,Billing_Dev_UNI_FEB28
To pay the bill with credit card,Make a Payment,Billing_Dev_UNI_FEB28
To pay a debit bill bill by debit,Make a Payment,Billing_Dev_UNI_FEB28
Billing I would like to pay my bill,Make a Payment,Billing_Dev_UNI_FEB28
Billing I'd like billing I'd like to pay my bill online like to pay my bill over the phone,Make a Payment,Billing_Dev_UNI_FEB28
Billing I'd like to pay my bill using debit card,Make a Payment,Billing_Dev_UNI_FEB28
Would like to make a two hundred dollar payment on my cable bill,Make a Payment,Billing_Dev_UNI_FEB28
Paying the bill by credit card,Make a Payment,Billing_Dev_UNI_FEB28
Paying a bill through debit card,Make a Payment,Billing_Dev_UNI_FEB28
Paying a bill with a credit card today,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill and my phones disconnected,Make a Payment,Billing_Dev_UNI_FEB28
To pay the bill by credit card,Make a Payment,Billing_Dev_UNI_FEB28
To pay a bill with a credit card,Make a Payment,Billing_Dev_UNI_FEB28
Paying a bill by credit card,Make a Payment,Billing_Dev_UNI_FEB28
To pay a bill against a credit card,Make a Payment,Billing_Dev_UNI_FEB28
To pay a bill by credit card,Make a Payment,Billing_Dev_UNI_FEB28
To pay a bill with a debit card,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill over phone,Make a Payment,Billing_Dev_UNI_FEB28
Pay my spectrum bill pay my mobile,Make a Payment,Billing_Dev_UNI_FEB28
Pay my mobile my spectrum bill my cable bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay my spectrum bill my mobile account bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill pay my spectrum Internet down,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill my spectrum bill and my mobile bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill add a line,Make a Payment,Billing_Dev_UNI_FEB28
Pay my Internet bill my phone bill and my watch,Make a Payment,Billing_Dev_UNI_FEB28
Add a new line pay my bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill without it being cut off,Make a Payment,Billing_Dev_UNI_FEB28
Need to pay my bill and sixty four dollars,Make a Payment,Billing_Dev_UNI_FEB28
Pay bill with the whole card because I can't see the hold,Make a Payment,Billing_Dev_UNI_FEB28
No service no get a bill,Make a Payment,Billing_Dev_UNI_FEB28
The bill and turn it,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill stupid voice off,Make a Payment,Billing_Dev_UNI_FEB28
No fucking idea pay the bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill debit bitch,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill bloodsuckers,Make a Payment,Billing_Dev_UNI_FEB28
K pay fucking bill,Make a Payment,Billing_Dev_UNI_FEB28
Billing Holmesville pay the fucking bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay a bill so you fucking stop calling me every goddamn day,Make a Payment,Billing_Dev_UNI_FEB28
Pay his bill and get my fucking money back from this bitch,Make a Payment,Billing_Dev_UNI_FEB28
Can I just pay pay my bill pay my bill pay my fucking bill,Make a Payment,Billing_Dev_UNI_FEB28
Stupid bitch pay bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay bill restore services,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment to my cable bill,Make a Payment,Billing_Dev_UNI_FEB28
Make payment on my cable bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment arrangement on my cable bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment on my cable bill,Make a Payment,Billing_Dev_UNI_FEB28
Make my payment on my cable bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment toward my cable bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay bill and restore services,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment on my spectrum mobile bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment on my TV cable bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay some of my cable bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment for my cable bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment to my mobile bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment for my phone bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment payment for my cable bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment on my bill cable,Make a Payment,Billing_Dev_UNI_FEB28
Make a bill payment on my cable,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment to my Internet bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment on my phone bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a partial payment on my mobile bill,Make a Payment,Billing_Dev_UNI_FEB28
Make my payment on my Internet bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment on my landline phone bill,Make a Payment,Billing_Dev_UNI_FEB28
Make payment on my mobile bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment to my spectrum bill,Make a Payment,Billing_Dev_UNI_FEB28
Make payment on my spectrum bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment for my spectrum bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment on my Internet bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment towards my Internet bill,Make a Payment,Billing_Dev_UNI_FEB28
Make payment on my cell phone bill,Make a Payment,Billing_Dev_UNI_FEB28
Make my payment on the spectrum bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment on my spectrum bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment on my mobile bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment for my Internet bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill at a question,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment on my cell phone bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment on my Internet and phone bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill looking at you,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill with someone else,Make a Payment,Billing_Dev_UNI_FEB28
My bill paying my bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill to someone,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill and settle a problem,Make a Payment,Billing_Dev_UNI_FEB28
Setting up paying bill on the fourth Wednesday of the month twenty seventh,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill somebody past due,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill one try only one,Make a Payment,Billing_Dev_UNI_FEB28
Getting an online account restore services pay bill,Make a Payment,Billing_Dev_UNI_FEB28
My bill paying bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay a bill no ma'am,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill leave me alone,Make a Payment,Billing_Dev_UNI_FEB28
My bill bill paying,Make a Payment,Billing_Dev_UNI_FEB28
Payment for my services billing,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill come on,Make a Payment,Billing_Dev_UNI_FEB28
Pay the bill come back,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill you stinky due,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill get to it,Make a Payment,Billing_Dev_UNI_FEB28
Pay the bill give me my wallet,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill give me somebody,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill y'all money,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill not sure,Make a Payment,Billing_Dev_UNI_FEB28
Pay bill give me somebody,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill ma'am,Make a Payment,Billing_Dev_UNI_FEB28
Make make a payment on my bill,Make a Payment,Billing_Dev_UNI_FEB28
Make to make pay my bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill here come here,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill tell you,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment towards my bill,Make a Payment,Billing_Dev_UNI_FEB28
Make payment to my bill,Make a Payment,Billing_Dev_UNI_FEB28
Pay bill come on man,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill put it down,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill I know you hear me,Make a Payment,Billing_Dev_UNI_FEB28
Pay my bill invoice,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment my current bill,Make a Payment,Billing_Dev_UNI_FEB28
Make to pay my bills,Make a Payment,Billing_Dev_UNI_FEB28
Make to pay my bill,Make a Payment,Billing_Dev_UNI_FEB28
Make payment for my bill down,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment that I have a bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment paying my bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment of my bill,Make a Payment,Billing_Dev_UNI_FEB28
Make payment for my bill,Make a Payment,Billing_Dev_UNI_FEB28
Give a payment on my bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment for my bill,Make a Payment,Billing_Dev_UNI_FEB28
Make a payment about my bill,Make a Payment,Billing_Dev_UNI_FEB28
